idx,ppq,accum_sample,exact_sample,frac_in,frac_out
68,0.7177083333333334,15826,15825.468750000002,0.12500000000591172,-0.4062499999922693
69,0.728125,16055,16055.15625,-0.4062499999922693,-0.2499999999922693
70,0.7385416666666667,16285,16284.84375,-0.2499999999922693,-0.4062499999922693
71,0.7489583333333334,16514,16514.53125,-0.4062499999922693,0.1250000000077307
72,0.75,16538,16537.5,0.1250000000077307,-0.3749999999922693
73,0.7604166666666666,16767,16767.1875,-0.3749999999922693,-0.1874999999922693
74,0.7708333333333334,16997,16996.875,-0.1874999999922693,-0.3124999999922693
75,0.78125,17226,17226.5625,-0.3124999999922693,0.2500000000077307
76,0.7916666666666666,17457,17456.25,0.2500000000077307,-0.4999999999922693
77,0.8020833333333334,17685,17685.9375,-0.4999999999922693,0.4375000000077307
78,0.821875,18123,18122.34375,0.4375000000077307,-0.2187499999922693
79,0.8322916666666667,18352,18352.03125,-0.2187499999922693,-0.1874999999922693
80,0.8427083333333334,18582,18581.71875,-0.1874999999922693,-0.4687499999922693
81,0.853125,18811,18811.40625,-0.4687499999922693,-0.062499999992269295
82,0.8635416666666667,19041,19041.09375,-0.062499999992269295,0.031250000007730705
83,0.8739583333333334,19271,19270.78125,0.031250000007730705,-0.1874999999922693
84,0.875,19294,19293.75,-0.1874999999922693,-0.4374999999922693
85,0.8854166666666666,19523,19523.4375,-0.4374999999922693,7.73070496506989e-12
86,0.8958333333333334,19753,19753.125,7.73070496506989e-12,0.1250000000077307
87,0.90625,19983,19982.8125,0.1250000000077307,-0.062499999992269295
88,0.9166666666666666,20212,20212.5,-0.062499999992269295,0.4375000000077307
89,0.9270833333333334,20443,20442.1875,0.4375000000077307,-0.3749999999922693
90,0.946875,20878,20878.59375,-0.3749999999922693,0.2187500000077307
91,0.9572916666666667,21109,21108.28125,0.2187500000077307,-0.4999999999922693
92,0.9677083333333334,21337,21337.96875,-0.4999999999922693,0.4687500000077307
93,0.978125,21568,21567.65625,0.4687500000077307,0.1250000000077307
94,0.9885416666666667,21797,21797.34375,0.1250000000077307,0.4687500000077307
95,0.9989583333333334,22028,22027.03125,0.4687500000077307,-0.4999999999922693
96,1.0,22050,22050.0,-0.4999999999922693,-0.4999999999922693
97,1.0104166666666667,22279,22279.6875,-0.4999999999922693,0.1875000000077307
98,1.0208333333333333,22510,22509.375,0.1875000000077307,-0.4374999999922693
99,1.03125,22739,22739.0625,-0.4374999999922693,-0.3749999999922693
100,1.0416666666666667,22968,22968.75,-0.3749999999922693,0.3750000000077307
101,1.0520833333333333,23199,23198.4375,0.3750000000077307,-0.1874999999922693
102,1.071875,23635,23634.843749999996,-0.1874999999922693,-0.3437499999959073
103,1.0822916666666667,23864,23864.53125,-0.3437499999959073,0.18750000000409273
104,1.0927083333333332,24094,24094.218749999996,0.18750000000409273,0.40625000000045475
105,1.103125,24324,24323.906249999996,0.40625000000045475,0.31249999999681677
106,1.1135416666666667,24554,24553.59375,0.31249999999681677,-0.09375000000318323
107,1.1239583333333332,24783,24783.281249999996,-0.09375000000318323,0.1874999999931788
108,1.125,24806,24806.25,0.1874999999931788,0.4374999999931788
109,1.1354166666666667,25036,25035.9375,0.4374999999931788,0.3749999999931788
110,1.1458333333333333,25266,25265.625,0.3749999999931788,-6.821210263296962e-12
111,1.15625,25495,25495.3125,-6.821210263296962e-12,0.3124999999931788
112,1.1666666666666667,25725,25725.0,0.3124999999931788,0.3124999999931788
113,1.1770833333333333,25955,25954.6875,0.3124999999931788,-6.821210263296962e-12
114,1.196875,26391,26391.093749999996,-6.821210263296962e-12,0.09374999998954081
115,1.2072916666666667,26621,26620.78125,0.09374999998954081,-0.1250000000104592
116,1.2177083333333332,26850,26850.468749999996,-0.1250000000104592,0.34374999998590283
117,1.228125,27080,27080.156249999996,0.34374999998590283,0.49999999998226485
118,1.2385416666666667,27310,27309.84375,0.49999999998226485,0.34374999998226485
119,1.2489583333333332,27540,27539.531249999996,0.34374999998226485,-0.12500000002137313
120,1.25,27562,27562.5,-0.12500000002137313,0.3749999999786269
121,1.2604166666666667,27793,27792.1875,0.3749999999786269,-0.4375000000213731
122,1.2708333333333333,28021,28021.875,-0.4375000000213731,0.4374999999786269
123,1.28125,28252,28251.5625,0.4374999999786269,-2.1373125491663814e-11
124,1.2916666666666667,28481,28481.25,-2.1373125491663814e-11,0.24999999997862687
125,1.3020833333333333,28711,28710.9375,0.24999999997862687,0.18749999997862687
126,1.321875,29148,29147.343749999996,0.18749999997862687,-0.4687500000250111
127,1.3322916666666667,29377,29377.03125,-0.4687500000250111,-0.4375000000250111
128,1.3427083333333332,29606,29606.718749999996,-0.4375000000250111,0.2812499999713509
129,1.353125,29837,29836.406249999996,0.2812499999713509,-0.31250000003228706
130,1.3635416666666667,30066,30066.09375,-0.31250000003228706,-0.21875000003228706
131,1.3739583333333332,30296,30295.781249999996,-0.21875000003228706,-0.43750000003592504
132,1.375,30318,30318.75,-0.43750000003592504,0.31249999996407496
133,1.3854166666666667,30549,30548.4375,0.31249999996407496,-0.25000000003592504
134,1.3958333333333333,30778,30778.125,-0.25000000003592504,-0.12500000003592504
135,1.40625,31008,31007.8125,-0.12500000003592504,-0.31250000003592504
136,1.4166666666666667,31237,31237.5,-0.31250000003592504,0.18749999996407496
137,1.4270833333333333,31467,31467.1875,0.18749999996407496,0.37499999996407496
138,1.446875,31904,31903.593749999996,0.37499999996407496,-0.03125000003956302
139,1.4572916666666667,32133,32133.28125,-0.03125000003956302,0.24999999996043698
140,1.4677083333333332,32363,32362.968749999996,0.24999999996043698,0.218749999956799
141,1.478125,32593,32592.656249999996,0.218749999956799,-0.12500000004683898
142,1.4885416666666667,32822,32822.34375,-0.12500000004683898,0.21874999995316102
143,1.4989583333333332,33052,33052.03125,0.21874999995316102,0.24999999995316102
144,1.5,33075,33075.0,0.24999999995316102,0.24999999995316102
145,1.5104166666666667,33305,33304.6875,0.24999999995316102,-0.06250000004683898
146,1.5208333333333333,33534,33534.375,-0.06250000004683898,0.312499999953161
147,1.53125,33764,33764.0625,0.312499999953161,0.374999999953161
148,1.5416666666666667,33994,33993.75,0.374999999953161,0.12499999995316102
