idx,ppq,mixed_sample,exact_sample,role
6082,63.36354166666666,1397166,1397166.09375,secondary
6083,63.373958333333334,1397396,1397395.78125,secondary
6084,63.375,1397419,1397418.75,primary
6085,63.385416666666664,1397649,1397648.4375,secondary
6086,63.395833333333336,1397878,1397878.125,secondary
6087,63.40625,1398108,1398107.8125,secondary
6088,63.416666666666664,1398338,1398337.5,secondary
6089,63.427083333333336,1398567,1398567.1875,secondary
6090,63.446875,1399004,1399003.59375,secondary
6091,63.45729166666666,1399233,1399233.28125,secondary
6092,63.467708333333334,1399463,1399462.96875,secondary
6093,63.478125,1399693,1399692.65625,secondary
6094,63.48854166666666,1399922,1399922.34375,secondary
6095,63.498958333333334,1400152,1400152.03125,secondary
6096,63.5,1400175,1400175.0,primary
6097,63.510416666666664,1400405,1400404.6875,secondary
6098,63.520833333333336,1400634,1400634.375,secondary
6099,63.53125,1400864,1400864.0625,secondary
6100,63.541666666666664,1401094,1401093.75,secondary
6101,63.552083333333336,1401323,1401323.4375,secondary
6102,63.571875,1401760,1401759.84375,secondary
6103,63.58229166666666,1401990,1401989.53125,secondary
6104,63.592708333333334,1402219,1402219.21875,secondary
6105,63.603125,1402449,1402448.90625,secondary
6106,63.61354166666666,1402679,1402678.59375,secondary
6107,63.623958333333334,1402908,1402908.28125,secondary
6108,63.625,1402931,1402931.25,primary
6109,63.635416666666664,1403161,1403160.9375,secondary
6110,63.645833333333336,1403390,1403390.625,secondary
6111,63.65625,1403620,1403620.3125,secondary
6112,63.666666666666664,1403850,1403850.0,secondary
6113,63.677083333333336,1404079,1404079.6875,secondary
6114,63.696875,1404516,1404516.09375,secondary
6115,63.70729166666666,1404746,1404745.78125,secondary
6116,63.717708333333334,1404975,1404975.46875,secondary
6117,63.728125,1405205,1405205.15625,secondary
6118,63.73854166666666,1405435,1405434.84375,secondary
6119,63.748958333333334,1405665,1405664.53125,secondary
6120,63.75,1405688,1405687.5,primary
6121,63.760416666666664,1405918,1405917.1875,secondary
6122,63.770833333333336,1406147,1406146.875,secondary
6123,63.78125,1406377,1406376.5625,secondary
6124,63.791666666666664,1406607,1406606.25,secondary
6125,63.802083333333336,1406836,1406835.9375,secondary
6126,63.821875,1407272,1407272.34375,secondary
6127,63.83229166666666,1407502,1407502.03125,secondary
6128,63.842708333333334,1407732,1407731.71875,secondary
6129,63.853125,1407961,1407961.40625,secondary
6130,63.86354166666666,1408191,1408191.09375,secondary
6131,63.873958333333334,1408421,1408420.78125,secondary
6132,63.875,1408444,1408443.75,primary
6133,63.885416666666664,1408674,1408673.4375,secondary
6134,63.895833333333336,1408903,1408903.125,secondary
6135,63.90625,1409133,1409132.8125,secondary
6136,63.916666666666664,1409363,1409362.5,secondary
6137,63.927083333333336,1409592,1409592.1875,secondary
6138,63.946875,1410029,1410028.59375,secondary
6139,63.95729166666666,1410258,1410258.28125,secondary
6140,63.967708333333334,1410488,1410487.96875,secondary
6141,63.978125,1410718,1410717.65625,secondary
6142,63.98854166666666,1410947,1410947.34375,secondary
6143,63.998958333333334,1411177,1411177.03125,secondary
6144,64.0,1411200,1411200.0,primary
6145,64.01041666666667,1411430,1411429.6875,secondary
6146,64.02083333333333,1411659,1411659.375,secondary
6147,64.03125,1411889,1411889.0625,secondary
6148,64.04166666666667,1412119,1412118.75,secondary
6149,64.05208333333333,1412348,1412348.4375,secondary
6150,64.071875,1412785,1412784.8437500002,secondary
6151,64.08229166666668,1413015,1413014.5312500002,secondary
6152,64.09270833333333,1413244,1413244.21875,secondary
6153,64.103125,1413474,1413473.9062500002,secondary
6154,64.11354166666668,1413704,1413703.5937500002,secondary
6155,64.12395833333333,1413933,1413933.28125,secondary
6156,64.125,1413956,1413956.25,primary
6157,64.13541666666667,1414186,1414185.9375,secondary
6158,64.14583333333333,1414415,1414415.625,secondary
6159,64.15625,1414645,1414645.3125,secondary
6160,64.16666666666667,1414875,1414875.0,secondary
6161,64.17708333333333,1415104,1415104.6875,secondary
6162,64.196875,1415541,1415541.0937500002,secondary
6163,64.20729166666668,1415771,1415770.7812500002,secondary
6164,64.21770833333333,1416000,1416000.46875,secondary
6165,64.228125,1416230,1416230.1562500002,secondary
6166,64.23854166666668,1416460,1416459.8437500002,secondary
6167,64.24895833333333,1416690,1416689.53125,secondary
6168,64.25,1416712,1416712.5,primary
6169,64.26041666666667,1416942,1416942.1875,secondary
6170,64.27083333333333,1417171,1417171.875,secondary
6171,64.28125,1417401,1417401.5625,secondary
6172,64.29166666666667,1417631,1417631.25,secondary
6173,64.30208333333333,1417860,1417860.9375,secondary
6174,64.321875,1418297,1418297.3437500002,secondary
6175,64.33229166666668,1418527,1418527.0312500002,secondary
6176,64.34270833333333,1418757,1418756.71875,secondary
6177,64.353125,1418986,1418986.4062500002,secondary
6178,64.36354166666668,1419216,1419216.0937500002,secondary
6179,64.37395833333333,1419446,1419445.78125,secondary
6180,64.375,1419469,1419468.75,primary
6181,64.38541666666667,1419699,1419698.4375,secondary
6182,64.39583333333333,1419928,1419928.125,secondary
6183,64.40625,1420158,1420157.8125,secondary
6184,64.41666666666667,1420388,1420387.5,secondary
6185,64.42708333333333,1420617,1420617.1875,secondary
6186,64.446875,1421054,1421053.5937500002,secondary
6187,64.45729166666668,1421283,1421283.2812500002,secondary
6188,64.46770833333333,1421513,1421512.96875,secondary
6189,64.478125,1421743,1421742.6562500002,secondary
6190,64.48854166666668,1421972,1421972.3437500002,secondary
6191,64.49895833333333,1422202,1422202.03125,secondary
6192,64.5,1422225,1422225.0,primary
6193,64.51041666666667,1422455,1422454.6875,secondary
6194,64.52083333333333,1422684,1422684.375,secondary
6195,64.53125,1422914,1422914.0625,secondary
6196,64.54166666666667,1423144,1423143.75,secondary
6197,64.55208333333333,1423373,1423373.4375,secondary
6198,64.571875,1423810,1423809.8437500002,secondary
6199,64.58229166666668,1424040,1424039.5312500002,secondary
6200,64.59270833333333,1424269,1424269.21875,secondary
6201,64.603125,1424499,1424498.9062500002,secondary
6202,64.61354166666668,1424729,1424728.5937500002,secondary
6203,64.62395833333333,1424958,1424958.28125,secondary
6204,64.625,1424981,1424981.25,primary
6205,64.63541666666667,1425211,1425210.9375,secondary
6206,64.64583333333333,1425440,1425440.625,secondary
6207,64.65625,1425670,1425670.3125,secondary
6208,64.66666666666667,1425900,1425900.0,secondary
6209,64.67708333333333,1426129,1426129.6875,secondary
6210,64.696875,1426566,1426566.0937500002,secondary
6211,64.70729166666668,1426796,1426795.7812500002,secondary
6212,64.71770833333333,1427025,1427025.46875,secondary
6213,64.728125,1427255,1427255.1562500002,secondary
6214,64.73854166666668,1427485,1427484.8437500002,secondary
6215,64.74895833333333,1427715,1427714.53125,secondary
6216,64.75,1427738,1427737.5,primary
6217,64.76041666666667,1427968,1427967.1875,secondary
6218,64.77083333333333,1428197,1428196.875,secondary
6219,64.78125,1428427,1428426.5625,secondary
6220,64.79166666666667,1428657,1428656.25,secondary
6221,64.80208333333333,1428886,1428885.9375,secondary
6222,64.821875,1429322,1429322.3437500002,secondary
6223,64.83229166666668,1429552,1429552.0312500002,secondary
6224,64.84270833333333,1429782,1429781.71875,secondary
6225,64.853125,1430011,1430011.4062500002,secondary
6226,64.86354166666668,1430241,1430241.0937500002,secondary
6227,64.87395833333333,1430471,1430470.78125,secondary
6228,64.875,1430494,1430493.75,primary
6229,64.88541666666667,1430724,1430723.4375,secondary
6230,64.89583333333333,1430953,1430953.125,secondary
6231,64.90625,1431183,1431182.8125,secondary
6232,64.91666666666667,1431413,1431412.5,secondary
6233,64.92708333333333,1431642,1431642.1875,secondary
6234,64.946875,1432079,1432078.5937500002,secondary
6235,64.95729166666668,1432308,1432308.2812500002,secondary
6236,64.96770833333333,1432538,1432537.96875,secondary
6237,64.978125,1432768,1432767.6562500002,secondary
6238,64.98854166666668,1432997,1432997.3437500002,secondary
6239,64.99895833333333,1433227,1433227.03125,secondary
6240,65.0,1433250,1433250.0,primary
6241,65.01041666666667,1433480,1433479.6875,secondary
6242,65.02083333333333,1433709,1433709.375,secondary
6243,65.03125,1433939,1433939.0625,secondary
6244,65.04166666666667,1434169,1434168.75,secondary
6245,65.05208333333333,1434398,1434398.4375,secondary
6246,65.071875,1434835,1434834.8437500002,secondary
6247,65.08229166666668,1435065,1435064.5312500002,secondary
6248,65.09270833333333,1435294,1435294.21875,secondary
6249,65.103125,1435524,1435523.9062500002,secondary
6250,65.11354166666668,1435754,1435753.5937500002,secondary
6251,65.12395833333333,1435983,1435983.28125,secondary
6252,65.125,1436006,1436006.25,primary
6253,65.13541666666667,1436236,1436235.9375,secondary
6254,65.14583333333333,1436465,1436465.625,secondary
6255,65.15625,1436695,1436695.3125,secondary
6256,65.16666666666667,1436925,1436925.0,secondary
6257,65.17708333333333,1437154,1437154.6875,secondary
6258,65.196875,1437591,1437591.0937500002,secondary
6259,65.20729166666668,1437821,1437820.7812500002,secondary
6260,65.21770833333333,1438050,1438050.46875,secondary
6261,65.228125,1438280,1438280.1562500002,secondary
6262,65.23854166666668,1438510,1438509.8437500002,secondary
6263,65.24895833333333,1438740,1438739.53125,secondary
6264,65.25,1438762,1438762.5,primary
6265,65.26041666666667,1438992,1438992.1875,secondary
6266,65.27083333333333,1439221,1439221.875,secondary
6267,65.28125,1439451,1439451.5625,secondary
6268,65.29166666666667,1439681,1439681.25,secondary
6269,65.30208333333333,1439910,1439910.9375,secondary
6270,65.321875,1440347,1440347.3437500002,secondary
6271,65.33229166666668,1440577,1440577.0312500002,secondary
6272,65.34270833333333,1440807,1440806.71875,secondary
6273,65.353125,1441036,1441036.4062500002,secondary
6274,65.36354166666668,1441266,1441266.0937500002,secondary
6275,65.37395833333333,1441496,1441495.78125,secondary
6276,65.375,1441519,1441518.75,primary
6277,65.38541666666667,1441749,1441748.4375,secondary
6278,65.39583333333333,1441978,1441978.125,secondary
6279,65.40625,1442208,1442207.8125,secondary
6280,65.41666666666667,1442438,1442437.5,secondary
6281,65.42708333333333,1442667,1442667.1875,secondary
6282,65.446875,1443104,1443103.5937500002,secondary
6283,65.45729166666668,1443333,1443333.2812500002,secondary
6284,65.46770833333333,1443563,1443562.96875,secondary
6285,65.478125,1443793,1443792.6562500002,secondary
6286,65.48854166666668,1444022,1444022.3437500002,secondary
6287,65.49895833333333,1444252,1444252.03125,secondary
6288,65.5,1444275,1444275.0,primary
6289,65.51041666666667,1444505,1444504.6875,secondary
6290,65.52083333333333,1444734,1444734.375,secondary
6291,65.53125,1444964,1444964.0625,secondary
6292,65.54166666666667,1445194,1445193.75,secondary
6293,65.55208333333333,1445423,1445423.4375,secondary
6294,65.571875,1445860,1445859.8437500002,secondary
6295,65.58229166666668,1446090,1446089.5312500002,secondary
6296,65.59270833333333,1446319,1446319.21875,secondary
6297,65.603125,1446549,1446548.9062500002,secondary
6298,65.61354166666668,1446779,1446778.5937500002,secondary
6299,65.62395833333333,1447008,1447008.28125,secondary
6300,65.625,1447031,1447031.25,primary
6301,65.63541666666667,1447261,1447260.9375,secondary
6302,65.64583333333333,1447490,1447490.625,secondary
6303,65.65625,1447720,1447720.3125,secondary
6304,65.66666666666667,1447950,1447950.0,secondary
6305,65.67708333333333,1448179,1448179.6875,secondary
6306,65.696875,1448616,1448616.0937500002,secondary
6307,65.70729166666668,1448846,1448845.7812500002,secondary
6308,65.71770833333333,1449075,1449075.46875,secondary
6309,65.728125,1449305,1449305.1562500002,secondary
6310,65.73854166666668,1449535,1449534.8437500002,secondary
6311,65.74895833333333,1449765,1449764.53125,secondary
6312,65.75,1449788,1449787.5,primary
6313,65.76041666666667,1450018,1450017.1875,secondary
6314,65.77083333333333,1450247,1450246.875,secondary
6315,65.78125,1450477,1450476.5625,secondary
6316,65.79166666666667,1450707,1450706.25,secondary
6317,65.80208333333333,1450936,1450935.9375,secondary
6318,65.821875,1451372,1451372.3437500002,secondary
6319,65.83229166666668,1451602,1451602.0312500002,secondary
6320,65.84270833333333,1451832,1451831.71875,secondary
6321,65.853125,1452061,1452061.4062500002,secondary
6322,65.86354166666668,1452291,1452291.0937500002,secondary
6323,65.87395833333333,1452521,1452520.78125,secondary
6324,65.875,1452544,1452543.75,primary
6325,65.88541666666667,1452774,1452773.4375,secondary
6326,65.89583333333333,1453003,1453003.125,secondary
6327,65.90625,1453233,1453232.8125,secondary
6328,65.91666666666667,1453463,1453462.5,secondary
6329,65.92708333333333,1453692,1453692.1875,secondary
6330,65.946875,1454129,1454128.5937500002,secondary
6331,65.95729166666668,1454358,1454358.2812500002,secondary
6332,65.96770833333333,1454588,1454587.96875,secondary
6333,65.978125,1454818,1454817.6562500002,secondary
6334,65.98854166666668,1455047,1455047.3437500002,secondary
6335,65.99895833333333,1455277,1455277.03125,secondary
6336,66.0,1455300,1455300.0,primary
6337,66.01041666666667,1455530,1455529.6875,secondary
6338,66.02083333333333,1455759,1455759.375,secondary
6339,66.03125,1455989,1455989.0625,secondary
6340,66.04166666666667,1456219,1456218.75,secondary
6341,66.05208333333333,1456448,1456448.4375,secondary
6342,66.071875,1456885,1456884.8437500002,secondary
6343,66.08229166666668,1457115,1457114.5312500002,secondary
6344,66.09270833333333,1457344,1457344.21875,secondary
6345,66.103125,1457574,1457573.9062500002,secondary
6346,66.11354166666668,1457804,1457803.5937500002,secondary
6347,66.12395833333333,1458033,1458033.28125,secondary
6348,66.125,1458056,1458056.25,primary
6349,66.13541666666667,1458286,1458285.9375,secondary
6350,66.14583333333333,1458515,1458515.625,secondary
6351,66.15625,1458745,1458745.3125,secondary
6352,66.16666666666667,1458975,1458975.0,secondary
6353,66.17708333333333,1459204,1459204.6875,secondary
6354,66.196875,1459641,1459641.0937500002,secondary
6355,66.20729166666668,1459871,1459870.7812500002,secondary
6356,66.21770833333333,1460100,1460100.46875,secondary
6357,66.228125,1460330,1460330.1562500002,secondary
6358,66.23854166666668,1460560,1460559.8437500002,secondary
6359,66.24895833333333,1460790,1460789.53125,secondary
6360,66.25,1460812,1460812.5,primary
6361,66.26041666666667,1461042,1461042.1875,secondary
6362,66.27083333333333,1461271,1461271.875,secondary
6363,66.28125,1461501,1461501.5625,secondary
6364,66.29166666666667,1461731,1461731.25,secondary
6365,66.30208333333333,1461960,1461960.9375,secondary
6366,66.321875,1462397,1462397.3437500002,secondary
6367,66.33229166666668,1462627,1462627.0312500002,secondary
6368,66.34270833333333,1462857,1462856.71875,secondary
6369,66.353125,1463086,1463086.4062500002,secondary
6370,66.36354166666668,1463316,1463316.0937500002,secondary
6371,66.37395833333333,1463546,1463545.78125,secondary
6372,66.375,1463569,1463568.75,primary
6373,66.38541666666667,1463799,1463798.4375,secondary
6374,66.39583333333333,1464028,1464028.125,secondary
6375,66.40625,1464258,1464257.8125,secondary
6376,66.41666666666667,1464488,1464487.5,secondary
6377,66.42708333333333,1464717,1464717.1875,secondary
6378,66.446875,1465154,1465153.5937500002,secondary
6379,66.45729166666668,1465383,1465383.2812500002,secondary
6380,66.46770833333333,1465613,1465612.96875,secondary
6381,66.478125,1465843,1465842.6562500002,secondary
6382,66.48854166666668,1466072,1466072.3437500002,secondary
6383,66.49895833333333,1466302,1466302.03125,secondary
6384,66.5,1466325,1466325.0,primary
6385,66.51041666666667,1466555,1466554.6875,secondary
6386,66.52083333333333,1466784,1466784.375,secondary
6387,66.53125,1467014,1467014.0625,secondary
6388,66.54166666666667,1467244,1467243.75,secondary
6389,66.55208333333333,1467473,1467473.4375,secondary
6390,66.571875,1467910,1467909.8437500002,secondary
6391,66.58229166666668,1468140,1468139.5312500002,secondary
6392,66.59270833333333,1468369,1468369.21875,secondary
6393,66.603125,1468599,1468598.9062500002,secondary
6394,66.61354166666668,1468829,1468828.5937500002,secondary
6395,66.62395833333333,1469058,1469058.28125,secondary
6396,66.625,1469081,1469081.25,primary
6397,66.63541666666667,1469311,1469310.9375,secondary
6398,66.64583333333333,1469540,1469540.625,secondary
6399,66.65625,1469770,1469770.3125,secondary
6400,66.66666666666667,1470000,1470000.0,secondary
6401,66.67708333333333,1470229,1470229.6875,secondary
6402,66.696875,1470666,1470666.0937500002,secondary
6403,66.70729166666668,1470896,1470895.7812500002,secondary
6404,66.71770833333333,1471125,1471125.46875,secondary
6405,66.728125,1471355,1471355.1562500002,secondary
6406,66.73854166666668,1471585,1471584.8437500002,secondary
6407,66.74895833333333,1471815,1471814.53125,secondary
6408,66.75,1471838,1471837.5,primary
6409,66.76041666666667,1472068,1472067.1875,secondary
6410,66.77083333333333,1472297,1472296.875,secondary
6411,66.78125,1472527,1472526.5625,secondary
6412,66.79166666666667,1472757,1472756.25,secondary
6413,66.80208333333333,1472986,1472985.9375,secondary
6414,66.821875,1473422,1473422.3437500002,secondary
6415,66.83229166666668,1473652,1473652.0312500002,secondary
6416,66.84270833333333,1473882,1473881.71875,secondary
6417,66.853125,1474111,1474111.4062500002,secondary
6418,66.86354166666668,1474341,1474341.0937500002,secondary
6419,66.87395833333333,1474571,1474570.78125,secondary
6420,66.875,1474594,1474593.75,primary
6421,66.88541666666667,1474824,1474823.4375,secondary
6422,66.89583333333333,1475053,1475053.125,secondary
6423,66.90625,1475283,1475282.8125,secondary
6424,66.91666666666667,1475513,1475512.5,secondary
6425,66.92708333333333,1475742,1475742.1875,secondary
6426,66.946875,1476179,1476178.5937500002,secondary
6427,66.95729166666668,1476408,1476408.2812500002,secondary
6428,66.96770833333333,1476638,1476637.96875,secondary
6429,66.978125,1476868,1476867.6562500002,secondary
6430,66.98854166666668,1477097,1477097.3437500002,secondary
6431,66.99895833333333,1477327,1477327.03125,secondary
6432,67.0,1477350,1477350.0,primary
6433,67.01041666666667,1477580,1477579.6875,secondary
6434,67.02083333333333,1477809,1477809.375,secondary
6435,67.03125,1478039,1478039.0625,secondary
6436,67.04166666666667,1478269,1478268.75,secondary
6437,67.05208333333333,1478498,1478498.4375,secondary
6438,67.071875,1478935,1478934.8437500002,secondary
6439,67.08229166666668,1479165,1479164.5312500002,secondary
6440,67.09270833333333,1479394,1479394.21875,secondary
6441,67.103125,1479624,1479623.9062500002,secondary
6442,67.11354166666668,1479854,1479853.5937500002,secondary
6443,67.12395833333333,1480083,1480083.28125,secondary
6444,67.125,1480106,1480106.25,primary
6445,67.13541666666667,1480336,1480335.9375,secondary
6446,67.14583333333333,1480565,1480565.625,secondary
6447,67.15625,1480795,1480795.3125,secondary
6448,67.16666666666667,1481025,1481025.0,secondary
6449,67.17708333333333,1481254,1481254.6875,secondary
6450,67.196875,1481691,1481691.0937500002,secondary
6451,67.20729166666668,1481921,1481920.7812500002,secondary
6452,67.21770833333333,1482150,1482150.46875,secondary
6453,67.228125,1482380,1482380.1562500002,secondary
6454,67.23854166666668,1482610,1482609.8437500002,secondary
6455,67.24895833333333,1482840,1482839.53125,secondary
6456,67.25,1482862,1482862.5,primary
6457,67.26041666666667,1483092,1483092.1875,secondary
6458,67.27083333333333,1483321,1483321.875,secondary
6459,67.28125,1483551,1483551.5625,secondary
6460,67.29166666666667,1483781,1483781.25,secondary
6461,67.30208333333333,1484010,1484010.9375,secondary
6462,67.321875,1484447,1484447.3437500002,secondary
6463,67.33229166666668,1484677,1484677.0312500002,secondary
6464,67.34270833333333,1484907,1484906.71875,secondary
6465,67.353125,1485136,1485136.4062500002,secondary
6466,67.36354166666668,1485366,1485366.0937500002,secondary
6467,67.37395833333333,1485596,1485595.78125,secondary
6468,67.375,1485619,1485618.75,primary
6469,67.38541666666667,1485849,1485848.4375,secondary
6470,67.39583333333333,1486078,1486078.125,secondary
6471,67.40625,1486308,1486307.8125,secondary
6472,67.41666666666667,1486538,1486537.5,secondary
6473,67.42708333333333,1486767,1486767.1875,secondary
6474,67.446875,1487204,1487203.5937500002,secondary
6475,67.45729166666668,1487433,1487433.2812500002,secondary
6476,67.46770833333333,1487663,1487662.96875,secondary
6477,67.478125,1487893,1487892.6562500002,secondary
6478,67.48854166666668,1488122,1488122.3437500002,secondary
6479,67.49895833333333,1488352,1488352.03125,secondary
6480,67.5,1488375,1488375.0,primary
6481,67.51041666666667,1488605,1488604.6875,secondary
6482,67.52083333333333,1488834,1488834.375,secondary
6483,67.53125,1489064,1489064.0625,secondary
6484,67.54166666666667,1489294,1489293.75,secondary
6485,67.55208333333333,1489523,1489523.4375,secondary
6486,67.571875,1489960,1489959.8437500002,secondary
6487,67.58229166666668,1490190,1490189.5312500002,secondary
6488,67.59270833333333,1490419,1490419.21875,secondary
6489,67.603125,1490649,1490648.9062500002,secondary
6490,67.61354166666668,1490879,1490878.5937500002,secondary
6491,67.62395833333333,1491108,1491108.28125,secondary
6492,67.625,1491131,1491131.25,primary
6493,67.63541666666667,1491361,1491360.9375,secondary
6494,67.64583333333333,1491590,1491590.625,secondary
6495,67.65625,1491820,1491820.3125,secondary
6496,67.66666666666667,1492050,1492050.0,secondary
6497,67.67708333333333,1492279,1492279.6875,secondary
6498,67.696875,1492716,1492716.0937500002,secondary
6499,67.70729166666668,1492946,1492945.7812500002,secondary
6500,67.71770833333333,1493175,1493175.46875,secondary
6501,67.728125,1493405,1493405.1562500002,secondary
6502,67.73854166666668,1493635,1493634.8437500002,secondary
6503,67.74895833333333,1493865,1493864.53125,secondary
6504,67.75,1493888,1493887.5,primary
6505,67.76041666666667,1494118,1494117.1875,secondary
6506,67.77083333333333,1494347,1494346.875,secondary
6507,67.78125,1494577,1494576.5625,secondary
6508,67.79166666666667,1494807,1494806.25,secondary
6509,67.80208333333333,1495036,1495035.9375,secondary
6510,67.821875,1495472,1495472.3437500002,secondary
6511,67.83229166666668,1495702,1495702.0312500002,secondary
6512,67.84270833333333,1495932,1495931.71875,secondary
6513,67.853125,1496161,1496161.4062500002,secondary
6514,67.86354166666668,1496391,1496391.0937500002,secondary
6515,67.87395833333333,1496621,1496620.78125,secondary
6516,67.875,1496644,1496643.75,primary
6517,67.88541666666667,1496874,1496873.4375,secondary
6518,67.89583333333333,1497103,1497103.125,secondary
6519,67.90625,1497333,1497332.8125,secondary
6520,67.91666666666667,1497563,1497562.5,secondary
6521,67.92708333333333,1497792,1497792.1875,secondary
6522,67.946875,1498229,1498228.5937500002,secondary
6523,67.95729166666668,1498458,1498458.2812500002,secondary
6524,67.96770833333333,1498688,1498687.96875,secondary
6525,67.978125,1498918,1498917.6562500002,secondary
6526,67.98854166666668,1499147,1499147.3437500002,secondary
6527,67.99895833333333,1499377,1499377.03125,secondary
6528,68.0,1499400,1499400.0,primary
6529,68.01041666666667,1499630,1499629.6875,secondary
6530,68.02083333333333,1499859,1499859.375,secondary
6531,68.03125,1500089,1500089.0625,secondary
6532,68.04166666666667,1500319,1500318.75,secondary
6533,68.05208333333333,1500548,1500548.4375,secondary
6534,68.071875,1500985,1500984.8437500002,secondary
6535,68.08229166666668,1501215,1501214.5312500002,secondary
6536,68.09270833333333,1501444,1501444.21875,secondary
6537,68.103125,1501674,1501673.9062500002,secondary
6538,68.11354166666668,1501904,1501903.5937500002,secondary
6539,68.12395833333333,1502133,1502133.28125,secondary
6540,68.125,1502156,1502156.25,primary
6541,68.13541666666667,1502386,1502385.9375,secondary
6542,68.14583333333333,1502615,1502615.625,secondary
6543,68.15625,1502845,1502845.3125,secondary
6544,68.16666666666667,1503075,1503075.0,secondary
6545,68.17708333333333,1503304,1503304.6875,secondary
6546,68.196875,1503741,1503741.0937500002,secondary
6547,68.20729166666668,1503971,1503970.7812500002,secondary
6548,68.21770833333333,1504200,1504200.46875,secondary
6549,68.228125,1504430,1504430.1562500002,secondary
6550,68.23854166666668,1504660,1504659.8437500002,secondary
6551,68.24895833333333,1504890,1504889.53125,secondary
6552,68.25,1504912,1504912.5,primary
6553,68.26041666666667,1505142,1505142.1875,secondary
6554,68.27083333333333,1505371,1505371.875,secondary
6555,68.28125,1505601,1505601.5625,secondary
6556,68.29166666666667,1505831,1505831.25,secondary
6557,68.30208333333333,1506060,1506060.9375,secondary
6558,68.321875,1506497,1506497.3437500002,secondary
6559,68.33229166666668,1506727,1506727.0312500002,secondary
6560,68.34270833333333,1506957,1506956.71875,secondary
6561,68.353125,1507186,1507186.4062500002,secondary
6562,68.36354166666668,1507416,1507416.0937500002,secondary
6563,68.37395833333333,1507646,1507645.78125,secondary
6564,68.375,1507669,1507668.75,primary
6565,68.38541666666667,1507899,1507898.4375,secondary
6566,68.39583333333333,1508128,1508128.125,secondary
6567,68.40625,1508358,1508357.8125,secondary
6568,68.41666666666667,1508588,1508587.5,secondary
6569,68.42708333333333,1508817,1508817.1875,secondary
6570,68.446875,1509254,1509253.5937500002,secondary
6571,68.45729166666668,1509483,1509483.2812500002,secondary
6572,68.46770833333333,1509713,1509712.96875,secondary
6573,68.478125,1509943,1509942.6562500002,secondary
6574,68.48854166666668,1510172,1510172.3437500002,secondary
6575,68.49895833333333,1510402,1510402.03125,secondary
6576,68.5,1510425,1510425.0,primary
6577,68.51041666666667,1510655,1510654.6875,secondary
6578,68.52083333333333,1510884,1510884.375,secondary
6579,68.53125,1511114,1511114.0625,secondary
6580,68.54166666666667,1511344,1511343.75,secondary
6581,68.55208333333333,1511573,1511573.4375,secondary
6582,68.571875,1512010,1512009.8437500002,secondary
6583,68.58229166666668,1512240,1512239.5312500002,secondary
6584,68.59270833333333,1512469,1512469.21875,secondary
6585,68.603125,1512699,1512698.9062500002,secondary
6586,68.61354166666668,1512929,1512928.5937500002,secondary
6587,68.62395833333333,1513158,1513158.28125,secondary
6588,68.625,1513181,1513181.25,primary
6589,68.63541666666667,1513411,1513410.9375,secondary
6590,68.64583333333333,1513640,1513640.625,secondary
6591,68.65625,1513870,1513870.3125,secondary
6592,68.66666666666667,1514100,1514100.0,secondary
6593,68.67708333333333,1514329,1514329.6875,secondary
6594,68.696875,1514766,1514766.0937500002,secondary
6595,68.70729166666668,1514996,1514995.7812500002,secondary
6596,68.71770833333333,1515225,1515225.46875,secondary
6597,68.728125,1515455,1515455.1562500002,secondary
6598,68.73854166666668,1515685,1515684.8437500002,secondary
6599,68.74895833333333,1515915,1515914.53125,secondary
6600,68.75,1515938,1515937.5,primary
6601,68.76041666666667,1516168,1516167.1875,secondary
6602,68.77083333333333,1516397,1516396.875,secondary
6603,68.78125,1516627,1516626.5625,secondary
6604,68.79166666666667,1516857,1516856.25,secondary
6605,68.80208333333333,1517086,1517085.9375,secondary
6606,68.821875,1517522,1517522.3437500002,secondary
6607,68.83229166666668,1517752,1517752.0312500002,secondary
6608,68.84270833333333,1517982,1517981.71875,secondary
6609,68.853125,1518211,1518211.4062500002,secondary
6610,68.86354166666668,1518441,1518441.0937500002,secondary
6611,68.87395833333333,1518671,1518670.78125,secondary
6612,68.875,1518694,1518693.75,primary
6613,68.88541666666667,1518924,1518923.4375,secondary
6614,68.89583333333333,1519153,1519153.125,secondary
6615,68.90625,1519383,1519382.8125,secondary
6616,68.91666666666667,1519613,1519612.5,secondary
6617,68.92708333333333,1519842,1519842.1875,secondary
6618,68.946875,1520279,1520278.5937500002,secondary
6619,68.95729166666668,1520508,1520508.2812500002,secondary
6620,68.96770833333333,1520738,1520737.96875,secondary
6621,68.978125,1520968,1520967.6562500002,secondary
6622,68.98854166666668,1521197,1521197.3437500002,secondary
6623,68.99895833333333,1521427,1521427.03125,secondary
6624,69.0,1521450,1521450.0,primary
6625,69.01041666666667,1521680,1521679.6875,secondary
6626,69.02083333333333,1521909,1521909.375,secondary
6627,69.03125,1522139,1522139.0625,secondary
6628,69.04166666666667,1522369,1522368.75,secondary
6629,69.05208333333333,1522598,1522598.4375,secondary
6630,69.071875,1523035,1523034.8437500002,secondary
6631,69.08229166666668,1523265,1523264.5312500002,secondary
6632,69.09270833333333,1523494,1523494.21875,secondary
6633,69.103125,1523724,1523723.9062500002,secondary
6634,69.11354166666668,1523954,1523953.5937500002,secondary
6635,69.12395833333333,1524183,1524183.28125,secondary
6636,69.125,1524206,1524206.25,primary
